,Label,String,clean_text,encoded_label
85,positive,~sholat puasa no heydonisme childfree licioust no ml agar penampilan tidak jelek tetap good looking estetiks biar dapet hadiah peri kecils tinkerbells nirwana ajaibs bidadari surgawi oz edens cantik manis putih suci abadi dewi fortuna fantasia mimpi cinderella mermaids kaya raya~,sholat puasa nomor heydonisme childfree licioust nomor ml penampilan jelek good looking estetiks biar dapat hadiah peri kecils tinkerbells nirwana ajaibs bidadari surgawi oz edens cantik manis putih suci abadi dewi fortuna fantasia mimpi cinderella mermaids kaya raya,1
86,positive,~sholat puasa no heydonisme childfree licioust no ml agar penampilan tidak jelek tetap good looking estetiks biar dapet hadiah peri kecils tinkerbells bidadari surgawi oz edens cantik manis putih suci abadi cinderella nirwana ajaibs dewi fortuna fantasia mimpi mermaids kaya raya~,sholat puasa nomor heydonisme childfree licioust nomor ml penampilan jelek good looking estetiks biar dapat hadiah peri kecils tinkerbells bidadari surgawi oz edens cantik manis putih suci abadi cinderella nirwana ajaibs dewi fortuna fantasia mimpi mermaids kaya raya,1
87,positive,~sholat puasa no heydonisme childfree licioust no ml agar penampilan tidak jelek tetap good looking estetiks biar dapet hadiah peri kecils tinkerbells bidadari surgawi oz edens cantik manis putih suci abadi dewi fortuna nirwana ajaibs cinderella fantasia mimpi mermaids kaya raya~,sholat puasa nomor heydonisme childfree licioust nomor ml penampilan jelek good looking estetiks biar dapat hadiah peri kecils tinkerbells bidadari surgawi oz edens cantik manis putih suci abadi dewi fortuna nirwana ajaibs cinderella fantasia mimpi mermaids kaya raya,1
88,negative,childfree udah paling bener sih,childfree sudah benar sih,0
89,negative,Gaada kamar anak mungkin istrinya childfree semua yaa RT @AlasBanjaran: @tanyakanrl,tidak ada kamar anak istrinya childfree yaa rt alasbanjaran tanyakanrl,0
90,negative,Zeke si penganut childfree.,zeke si penganut childfree,0
91,negative,"keren bgt ada webtoon baru yg ngangkat isu childfree, dari prolognya udah menarik, semoga ke depannya seru :D",keren sangat webtoon yang ngangkat isu childfree prolognya sudah menarik semoga depannya seru di,0
92,negative,Wohoho. Keren🤍 ada webtoon yang temanya childfree xixi,wohoho keren webtoon temanya childfree xixi,0
93,positive,"Childfree' memicu polemik. #SecretAtNewsroom akan mengupas tuntas topik ini, mulai dari dampak hingga sudut pandang orang yang menjalani pilihan itu. Saksikan pada Jumat (24/3), pukul negative9.positivepositive WIB, di YouTube CNNIndonesia dan !",childfree memicu polemik secretatnewsroom mengupas tuntas topik dampak sudut pandang orang menjalani pilihan saksikan jumat 24 3 negative9 positivepositive wib youtube cnnindonesia,1
94,positive,"Emang paling ga cocok ngomongin tentang pilihan tidak menikah, nikah usia 3positive+ ataupun childfree di depan orang tua sendiri 🙏",memang tidak cocok membicarakan pilihan menikah nikah usia 3positive childfree orang tua,1
95,positive,"Childfree & Happy, ditulis oleh perempuan Ende - Victoria Tunggono.",childfree happy ditulis perempuan ende victoria tunggono,1
96,negative,"Orang2 sok2an berbondong-bondong punya anak, ngata2in yang mau childfree, padahal ilmunya ttg parenting ga ada. Yang penting ngews dulu dan hamil aja. Pas udh lahir ngurusnya asal2an. Makin gede makin ga diurus. Cuma pengen lucu2nya aja pas masih kecil. Muak. RT @tanyakanrl: bacain repnya, sender ngerasa relate karena keponakan sender umurnya jalan 3 tahun tapi belum bisa ngomong suatu kata, even mama papa pun ga bisa 😭 bisa sembuh ga sih huhu 💚",orang2 sok2an berbondong bondong anak ngata2in childfree ilmunya tentang parenting tidak ngews hamil saja pas sudah lahir ngurusnya asal2an gede tidak diurus pengen lucu2nya saja pas muak rt tanyakanrl bacain repnya sender merasa relate keponakan sender umurnya jalan 3 bicara even mama papa tidak sembuh tidak sih huhu,0
97,negative,gweh yang mau childfree dideketin sm cowok suka bayi😞💔💔💔,gweh childfree dideketin sama cowok suka bayi,0
98,positive,"💚 Haloo ada yang mau bantu isi kuisioner untuk tugas kelompok tentang childfree? Kriterianya mahasiswa/i aja, yang bersedia reply ya, terimakasih sebelumnya",haloo bantu isi kuisioner tugas kelompok childfree kriterianya mahasiswa i saja bersedia reply ya terima kasih,1
99,positive,"[cm] Haloo ada yang mau bantu isi kuisioner untuk tugas kelompok tentang childfree? Kriterianya mahasiswa/i aja, yang bersedia reply ya, terimakasih sebelumnya",cuma haloo bantu isi kuisioner tugas kelompok childfree kriterianya mahasiswa i saja bersedia reply ya terima kasih,1
100,negative,😜 #ChildFree Hallelujah 🤣🤣🤣 #HappySaturday #PettyMom,childfree hallelujah happysaturday pettymom,0
101,positive,Iklan dukungan gerakan #childfree RT @txtdrorangsusah: iklan layanan pil kb,iklan dukungan gerakan childfree rt txtdrorangsusah iklan layanan pil kb,1
102,positive,ada ga ya cowo yang pengen childfree? please dm me dong butuh buat penelitianku😭🙏🏻 #childfree,tidak ya cowok pengen childfree please dm me butuh penelitianku childfree,1
103,positive,"selamat sore semuanya warga twitter, mohon bantuannya. disink saya sedang mencari narasumber pasangan yang menganut prinsip childfree untuk memenuhi kebutuhan tugas akhir (skripsi). identitas akan saya samarkan dan data yg diperoleh pure untuk tugas. #childfree",selamat sore warga twitter mohon bantuannya disink mencari narasumber pasangan menganut prinsip childfree memenuhi kebutuhan tugas skripsi identitas samarkan data yang diperoleh pure tugas childfree,1
104,positive,"Not only sex. Dua sejoli ini asyik jalankan mandat sunnatullah, demi lahirnya generasi baru, agar tak punah ditelan rantai makanan & pencemaran lingkungan. Ribuan thn silam, leluhurnya diselamatkan Kapal #NabiNuh saat tsunami mematikan. So, mrk bukan penganut #childfree deh. Haha",not only sex sejoli asyik jalankan mandat sunnatullah lahirnya generasi punah ditelan rantai makanan pencemaran lingkungan ribuan tahun silam leluhurnya diselamatkan kapal nabinuh tsunami mematikan so mereka penganut childfree deh haha,1
105,negative,Negara maju rakyatnya memilih untuk #childfree,negara maju rakyatnya memilih childfree,0
106,negative,#childfree karena takut anaknya kaya lu pada,childfree takut anaknya kaya kamu,0
107,negative,"Sering terjadi dikalangan anak muda kita. Kira kira kalo ada opsi dipindahin ke China dengan alasan ini, para brengsek garis keras pada mau gak ya?😂 ..  #china #resesiseks #nikah #jomblo #childfree",dikalangan anak muda kalau opsi dipindahin china alasan brengsek garis keras tidak ya china resesiseks nikah jomblo childfree,0
108,positive,Pengamat: UU Ciptaker memberi kepastian hukum bagi sektor ekonomi dan pekerja,pengamat uu ciptaker kepastian hukum sektor ekonomi pekerja,1
109,positive,ALERT‼️ KUMPULAN MEME PENGESAHAN UU CIPTAKER DARI BERBAGAI KAMPUS... Sc: BEM FISIP UB 🦅,alert kumpulan meme pengesahan uu ciptaker kampus sc bem fisip ub,1
110,positive,Partai Buruh Serukan Jangan Pilih Capres Pendukung Omnibuslaw UU Ciptaker,partai buruh serukan pilih capres pendukung omnibuslaw uu ciptaker,1
111,positive,UU Ciptaker disahkan ! Pengusaha Dilarang lakukan PHK dengan alasan ini ! #TegakkanHukum #KPK-RI #UndangUndang,uu ciptaker disahkan pengusaha dilarang lakukan pihak alasan tegakkanhukum kpk republik indonesia undangundang,1
112,positive,UU Ciptaker banyak positifnya #TegakkanHukum #KPK-RI #UndangUndang,uu ciptaker positifnya tegakkanhukum kpk republik indonesia undangundang,1
113,positive,"Output di kabupaten/ kota, buruh akan meminta pemerintah daerah membuat surat rekomendasi berisi penolakan dan pencabutan UU Ciptaker kepada Presiden.",output kabupaten kota buruh pemerintah daerah surat rekomendasi berisi penolakan pencabutan uu ciptaker presiden,1
114,positive,UU CIPTAKER SAH!!! #ciptakerja #perpuciptakerja #uuciptakerja #airlanggahartarto #golkarindonesia,uu ciptaker sah ciptakerja perpuciptakerja uuciptakerja airlanggahartarto golkarindonesia,1
115,negative,Kalau SEKELAS DPR sdh tdk peduli lagi...Kepada siapa RAKYAT harus mengadu lagi? Lembaga mana?,sekelas dpr sudah tidak peduli rakyat mengadu lembaga,0
116,positive,Pengamat: UU Ciptaker beri kepastian hukum sektor ekonomi dan pekerja [BeritaBaru],pengamat uu ciptaker kepastian hukum sektor ekonomi pekerja beritabaru,1
117,positive,Pengamat: UU Ciptaker beri kepastian hukum sektor ekonomi dan pekerja,pengamat uu ciptaker kepastian hukum sektor ekonomi pekerja,1
118,negative,"Fenomena jagad maya Bea cukai, pajak, ciptaker, kemenkeu, orang2 pada barbar, sadis, aneh",fenomena jagad maya bea cukai pajak ciptaker kemenkeu orang2 barbar sadis aneh,0
119,negative,"Tak libatkan publik dan terkesan seamunya, ""Demokrat : UU Ciptaker cacat prosedural dan Inkonstitusional! . . #DemokratSnegative4P #demokrat #demokratpimpinperubahan #AHY #demokratjatim #jatimnow #jawatimur",libatkan publik terkesan seamunya demokrat uu ciptaker cacat prosedural inkonstitusional demokratsnegative4p demokrat demokratpimpinperubahan ahy demokratjatim jatimnow jawatimur,0
120,positive,"Jutaan Buruh Ancam Mogok Nasional Tolak UU Ciptaker, Said Iqbal: Stop Produksi, Semua Ikut Aksi -",jutaan buruh ancam mogok nasional tolak uu ciptaker said iqbal stop produksi aksi,1
121,negative,"Ketika jelang lebaran idul fitri BEM UI berharap pembagian THR yang diberikan dari Bohir jangan sampai telat, BEM UI di kendalikan oligarki yang haus kekuasaan.  Ayo kapan BEM UI merencanakan gerakan besar besaran Dukung RUU Perampasan Aset Koruptor.",jelang lebaran idul fitri bem ui berharap pembagian thr bohir telat bem ui kendalikan oligarki haus kekuasaan ayo bem ui merencanakan gerakan besaran dukung ruu perampasan aset koruptor,0
122,positive,Ketua DPR RI Puan Maharani berharap Peraturan Pemerintah Pengganti Undang-Undang (Perpu) Nomor 2 Tahun 2positive22 tentang Cipta Kerja (Ciptaker) yang baru saja disetujui DPR menjadi UU dapat menstabilkan dan meningkatkan perekonomian Indonesia. #SolidBergerak,ketua dpr republik indonesia puan maharani berharap peraturan pemerintah pengganti undang undang perpu nomor 2 2positive22 cipta kerja ciptaker disetujui dpr uu menstabilkan meningkatkan perekonomian indonesia solidbergerak,1
123,positive,Sebanyak lima juta buruh dari berbagai sektor kerja dikabarikan akan menggelar aksi mogok kerja nasional pada Juli-Agustus 2positive23. Hal itu dilakukan dalam rangka penolakan terhadap pengesahan Undang-Undang Nomor 2/2positive22 tentang Cipta Kerja (UU Cipta Kerja),juta buruh sektor kerja dikabarikan menggelar aksi mogok kerja nasional juli agustus 2positive23 rangka penolakan pengesahan undang undang nomor 2 2positive22 cipta kerja uu cipta kerja,1
124,positive,Partai Buruh Serukan Jangan Pilih Capres Pendukung Omnibuslaw UU Ciptaker,partai buruh serukan pilih capres pendukung omnibuslaw uu ciptaker,1
125,positive,Partai Buruh Serukan Jangan Pilih Capres Pendukung Omnibuslaw UU Ciptaker,partai buruh serukan pilih capres pendukung omnibuslaw uu ciptaker,1
126,positive,"Banyak aturan yang lahir justru untuk memuluskan investasi dan memberikan angin segar bagi pemodal. UU Ciptaker atau Omnibus Law, misalnya, yang memuluskan para pemodal dan banyak merugikan para pekerja. #IslamMenyejahterakanBuruh #KapitalismeBiangMasalah",aturan lahir memuluskan investasi angin segar pemodal uu ciptaker omnibus law memuluskan pemodal merugikan pekerja islammenyejahterakanburuh kapitalismebiangmasalah,1
127,positive,"Nasdem satu2nya anggota parpol koalisi perubahan pengusung bacapres Anies yg menyetujui Perppu Ciptaker yg kontroversial tsb, digedog DPR mjd UU. Jika koalisi ini langgeng hingga 2positive24 & Anies ditakdirkan menang, kedepan soal pelik tsb bakal bebani Anies &amp; kerjasama diantara mrk?",nasdem satu2nya anggota parpol koalisi perubahan pengusung bacapres anies yang menyetujui perppu ciptaker yang kontroversial tersebut digedog dpr mjd uu koalisi langgeng 2positive24 anies ditakdirkan menang kedepan pelik tersebut bebani anies amp kerjasama mereka,1
128,positive,"""Tidak satu pun pasal per pasal dari Perppu Cipta Kerja menguntungkan masyarakat kecil seperti buruh, petani, masyarakat adat, nelayan serta elemen masyarakat lainnya"" - Yayasan Lembaga Bantuan Hukum Indonesia. Baca selengkapnya:",pasal pasal perppu cipta kerja menguntungkan masyarakat buruh petani masyarakat adat nelayan elemen masyarakat yayasan lembaga bantuan hukum indonesia baca selengkapnya,1
129,positive,Mengejutkan! Refly Bongkar Kejadian Sebelum Perppu Ciptaker Disahkan: Untungnya Saya Nggak Datang,mengejutkan refly bongkar kejadian perppu ciptaker disahkan untungnya tidak,1
130,positive,Partai Buruh Serukan Jangan Pilih Capres Pendukung Omnibuslaw UU Ciptaker,partai buruh serukan pilih capres pendukung omnibuslaw uu ciptaker,1
131,positive,Mengejutkan! Refly Bongkar Kejadian Sebelum Perppu Ciptaker Disahkan: Untungnya Saya Nggak Datang,mengejutkan refly bongkar kejadian perppu ciptaker disahkan untungnya tidak,1
132,positive,Puan Harap Perppu Ciptaker Dapat Stabilkan & Tingkatkan Perekonomian,puan harap perppu ciptaker stabilkan tingkatkan perekonomian,1
133,positive,"BEM UI soal UU Ciptaker dan karikatur Puan : Itu puncak kemarahan kami. Anis Matta negative,2 M Ritz-Carlton Venus Israel Sri Asih Dkriuk jumat curhat Islam Bukber Gembus",bem ui uu ciptaker karikatur puan puncak kemarahan anis matta negative 2 m ritz carlton venus israel sri asih dkriuk jumat curhat islam bukber gembus,1
134,negative,Duh miris sekali undang undang ciptaker lebih berpihak kepada penguasa #IslamMenyejahterakanBuruh #KapitalismeBiangMasalah …,duh miris undang undang ciptaker berpihak penguasa islammenyejahterakanburuh kapitalismebiangmasalah,0
135,positive,"Jutaan Buruh Ancam Mogok Nasional Tolak UU Ciptaker, Said Iqbal: Stop Produksi, Semua Ikut Aksi",jutaan buruh ancam mogok nasional tolak uu ciptaker said iqbal stop produksi aksi,1
136,positive,"Banyak aturan yang lahir justru untuk memuluskan investasi dan memberikan angin segar bagi pemodal. UU Ciptaker atau Omnibus Law, misalnya, yang memuluskan para pemodal dan banyak merugikan para pekerja. Live Muslimah Bicara #IslamMenyejahterakanBuruh #KapitalismeBiangMasalah",aturan lahir memuluskan investasi angin segar pemodal uu ciptaker omnibus law memuluskan pemodal merugikan pekerja live muslimah bicara islammenyejahterakanburuh kapitalismebiangmasalah,1
137,positive,"UU Ciptaker merupakan bukti kebohongan Trias Politica. Pembuat UU adalah juga yang memberlakukannya, adalah juga yang memerintah. RT @CNNIndonesia: BEM UI Rencanakan Gerakan Tolak UU Ciptaker yang Lebih Besar",uu ciptaker bukti kebohongan trias politica pembuat uu memberlakukannya memerintah rt cnnindonesia bem ui rencanakan gerakan tolak uu ciptaker,1
138,positive,Mengejutkan! Refly Harun Bongkar Kejadian Sebelum Perppu Ciptaker Disahkan: Untungnya Saya Nggak Datang,mengejutkan refly harun bongkar kejadian perppu ciptaker disahkan untungnya tidak,1
139,positive,"Hadirnya Perppu Ciptaker membuktikan pemerintah, terutama presiden tidak memiliki itikad baik untuk mematuhi Putusan MK Nomor 9negative/PUU-XVIII/2positive2positive dan terkesan mengkhianati amanat konstitusi.",hadirnya perppu ciptaker membuktikan pemerintah presiden memiliki itikad mematuhi putusan maka nomor 9negative puu xviii 2positive2positive terkesan mengkhianati amanat konstitusi,1
140,positive,Mengejutkan! Refly Bongkar Kejadian Sebelum Perppu Ciptaker Disahkan: Untungnya Saya Nggak Datang,mengejutkan refly bongkar kejadian perppu ciptaker disahkan untungnya tidak,1
141,positive,"[CIPTAKER TERBIT BURUH MENJERIT] Pada Selasa, 2negative Maret 2positive23, DPR RI resmi mengesahkan Rancangan Undang-Undang tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 2 Tahun 2positive22 tentang Cipta Kerja (Perppu Cipta Kerja) menjadi Undang-Undang.",ciptaker terbit buruh menjerit selasa 2negative maret 2positive23 dpr republik indonesia resmi mengesahkan rancangan undang undang penetapan peraturan pemerintah pengganti undang undang nomor 2 2positive22 cipta kerja perppu cipta kerja undang undang,1
